raw_eeg_data
%
%Sample Rate = 250.0 Hz
%First Column = SampleIndex
%Last Column = Timestamp
%Other Columns = EEG data in microvolts followed by Accel Data (in G) interleaved with Aux Data
"156, -55465.23, -52758.92, -187500.02, -149547.38, -53441.16, -47367.52, -18184.48, -30081.98, 0.000, 0.000, 0.000, 13:06:56.312"
"157, -55500.43, -52785.48, -187500.02, -149445.70, -53463.65, -47431.79, -18245.50, -30113.77, 0.000, 0.000, 0.000, 13:06:56.316"
"158, -55404.41, -52685.63, -187500.02, -149538.97, -53361.39, -47352.39, -18394.79, -30018.71, 0.000, 0.000, 0.000, 13:06:56.320"
"159, -55375.37, -52654.38, -187500.02, -149582.31, -53330.81, -47295.98, -18461.24, -29985.45, 0.000, 0.000, 0.000, 13:06:56.325"
"160, -55420.93, -52698.19, -187500.02, -149455.19, -53374.98, -47310.30, -18415.74, -30032.59, 0.000, 0.000, 0.000, 13:06:56.328"
"161, -55400.16, -52675.10, -187500.02, -149373.17, -53352.58, -47314.75, -18453.64, -30015.26, 0.000, 0.000, 0.000, 13:06:56.332"
"162, -55328.55, -52601.68, -187500.02, -149494.81, -53277.88, -47265.71, -18626.02, -29937.30, 0.000, 0.000, 0.000, 13:06:56.336"
"163, -55266.68, -52537.82, -187500.02, -149607.84, -53212.35, -47184.53, -18734.67, -29877.93, 0.000, 0.000, 0.000, 13:06:56.340"
"164, -55341.69, -52610.64, -187500.02, -149538.73, -53283.23, -47213.90, -18716.88, -29943.40, 0.000, 0.000, 0.000, 13:06:56.343"
"165, -55403.87, -52669.52, -187500.02, -149437.20, -53343.73, -47294.88, -18737.36, -30001.94, 0.000, 0.000, 0.000, 13:06:56.347"
"166, -55273.49, -52535.89, -187500.02, -149542.38, -53208.91, -47199.64, -18868.87, -29873.04, 0.000, 0.000, 0.000, 13:06:56.352"
"167, -55251.92, -52514.80, -187500.02, -149668.42, -53181.19, -47147.34, -18947.13, -29839.44, 0.000, 0.000, 0.000, 13:06:56.356"
"168, -55328.50, -52592.13, -187500.02, -149608.02, -53254.30, -47177.29, -18891.67, -29902.88, 0.000, 0.000, 0.000, 13:06:56.360"
"169, -55443.77, -52704.85, -187500.02, -149460.80, -53366.66, -47288.49, -18820.10, -30013.94, 0.000, 0.000, 0.000, 13:06:56.364"
"170, -55411.05, -52665.74, -187500.02, -149493.09, -53329.38, -47294.70, -18885.12, -29983.57, 0.000, 0.000, 0.000, 13:06:56.367"
"171, -55265.38, -52515.96, -187500.02, -149603.39, -53179.98, -47150.71, -18899.63, -29842.30, 0.000, 0.000, 0.000, 13:06:56.371"
"172, -55315.07, -52563.81, -187500.02, -149557.91, -53224.38, -47142.29, -18776.69, -29885.87, 0.000, 0.000, 0.000, 13:06:56.375"
"173, -55483.35, -52726.96, -187500.02, -149372.45, -53386.16, -47300.87, -18634.02, -30057.64, 0.000, 0.000, 0.000, 13:06:56.380"
"174, -55463.35, -52702.89, -187500.02, -149346.33, -53360.88, -47324.61, -18630.67, -30043.49, 0.000, 0.000, 0.000, 13:06:56.384"
"175, -55381.95, -52619.31, -187500.02, -149439.16, -53275.71, -47246.31, -18639.30, -29960.70, 0.000, 0.000, 0.000, 13:06:56.388"
"176, -55435.39, -52673.88, -187500.02, -149405.17, -53324.46, -47252.46, -18532.70, -30002.79, 0.000, 0.000, 0.000, 13:06:56.392"
"177, -55575.29, -52812.86, -187500.02, -149213.95, -53458.04, -47365.69, -18362.45, -30134.04, 0.000, 0.000, 0.000, 13:06:56.395"
"178, -55591.54, -52826.07, -187500.02, -149149.41, -53469.89, -47421.75, -18335.16, -30154.16, 0.000, 0.000, 0.000, 13:06:56.399"
"179, -55491.24, -52723.45, -187500.02, -149254.70, -53363.96, -47329.28, -18360.35, -30054.67, 0.000, 0.000, 0.000, 13:06:56.403"
